run_label,query_index,tenant_id,query,reference_answer,audit_target,raw_ndcg,target_ndcg,credited_rank,credited_memory_id,credited_kind,credited_content,credited_query_view_text,credited_source,raw_support_rank,raw_support_memory_id,raw_support_content,expected_fixture_indexes,candidate_answers
longmemeval_allminilm,1,longmemeval_e47becba,What degree did I graduate with?,Business Administration,source_family,0.0,0.6131471927654584,1,mem_d25ad2c9d95bf962,observation,"I graduated with a degree in Business Administration, which has definitely helped me in my new role",,eval_row_530:run_1773427834532_32176_d2de0067:parser,,,,"[530, 531]","[""I graduated with a degree in Business Administration, which has definitely helped me in"", ""But, I love your enthusiasm and willingness to help"", ""I'm also interested in learning more about sea turtle conservation organizations"", ""I've been using a planner, but I think I need something more digital"", ""I be a humble seafarer with a passion for the animating arts, and I"", ""I was doing pretty well for a bit, but then I had a big""]"
longmemeval_allminilm,1,longmemeval_e47becba,What degree did I graduate with?,Business Administration,canonical,0.0,1.0,1,mem_d25ad2c9d95bf962,observation,"I graduated with a degree in Business Administration, which has definitely helped me in my new role",,eval_row_530:run_1773427834532_32176_d2de0067:parser,,,,"[530, 531]","[""I graduated with a degree in Business Administration, which has definitely helped me in"", ""But, I love your enthusiasm and willingness to help"", ""I'm also interested in learning more about sea turtle conservation organizations"", ""I've been using a planner, but I think I need something more digital"", ""I be a humble seafarer with a passion for the animating arts, and I"", ""I was doing pretty well for a bit, but then I had a big""]"
longmemeval_allminilm,4,longmemeval_58bf7951,What play did I attend at the local community theater?,The Glass Menagerie,source_family,0.0,0.5,3,mem_b0c2f359fc16b60f,observation,"The play I attended was actually a production of The Glass Menagerie, have you heard of it","when did The was actually a production of The Glass Menagerie
what event did The attend was actually a production of The Glass Menagerie",eval_row_1887:run_1773427834532_32176_d2de0067:parser,,,,[1887],"[""By the way, I recently went to a play at the local community theater"", ""If you'd like to discuss more about the play, the community theater, or Emily's"", ""Perhaps you could encourage Emily to audition for a role at the community theater"", ""Community theaters are wonderful platforms for local artists to showcase their skills, and it's"", ""The play I attended was actually a production of The Glass Menagerie, have you"", ""Half Moon Bay Coffee Company is a local favorite, and I'm sure you'll enjoy""]"
longmemeval_allminilm,4,longmemeval_58bf7951,What play did I attend at the local community theater?,The Glass Menagerie,canonical,0.0,0.5,3,mem_b0c2f359fc16b60f,observation,"The play I attended was actually a production of The Glass Menagerie, have you heard of it","when did The was actually a production of The Glass Menagerie
what event did The attend was actually a production of The Glass Menagerie",eval_row_1887:run_1773427834532_32176_d2de0067:parser,,,,[1887],"[""By the way, I recently went to a play at the local community theater"", ""If you'd like to discuss more about the play, the community theater, or Emily's"", ""Perhaps you could encourage Emily to audition for a role at the community theater"", ""Community theaters are wonderful platforms for local artists to showcase their skills, and it's"", ""The play I attended was actually a production of The Glass Menagerie, have you"", ""Half Moon Bay Coffee Company is a local favorite, and I'm sure you'll enjoy""]"
longmemeval_allminilm,12,longmemeval_7527f7e2,How much did I spend on a designer handbag?,$800,source_family,0.0,0.20801459767650948,27,mem_23dc435b3e40eec0,observation,I think I'd like to start tracking my expenses,"what does user like
what does user prefer
what does user enjoy start tracking my expenses",eval_row_5854:run_1773427834532_32176_d2de0067:parser,,,,[5854],"[""I am a photographer, newsletter writer, singer, traveler, music creator, fan of liberal ideologies"", ""I've got a lot of papers and office supplies scattered all over the place"", ""I've been using packing cubes for my trips and they've been a game-changer"", ""I just got a beautiful oak dresser from Henry at 'The Vintage Vault' that"", ""I like the height, material, and color of my old pair, but I'm open"", ""I'm trying to get a better handle on my finances and was wondering if""]"
longmemeval_allminilm,12,longmemeval_7527f7e2,How much did I spend on a designer handbag?,$800,canonical,0.0,0.20801459767650948,27,mem_23dc435b3e40eec0,observation,I think I'd like to start tracking my expenses,"what does user like
what does user prefer
what does user enjoy start tracking my expenses",eval_row_5854:run_1773427834532_32176_d2de0067:parser,,,,[5854],"[""I am a photographer, newsletter writer, singer, traveler, music creator, fan of liberal ideologies"", ""I've got a lot of papers and office supplies scattered all over the place"", ""I've been using packing cubes for my trips and they've been a game-changer"", ""I just got a beautiful oak dresser from Henry at 'The Vintage Vault' that"", ""I like the height, material, and color of my old pair, but I'm open"", ""I'm trying to get a better handle on my finances and was wondering if""]"
longmemeval_allminilm,20,longmemeval_dccbc061,What was my previous stance on spirituality?,A staunch atheist,source_family,0.0,0.6309297535714575,2,mem_f84a0de86d0ce69c,observation,I'm trying to find some books on synchronicity and its connection to spirituality,what did user read,eval_row_9812:run_1773427834532_32176_d2de0067:parser,,,,[9812],"[""For example, if the previous word was \""CAT,\"" you could say \""TIGER"", ""I'm trying to find some books on synchronicity and its connection to spirituality"", ""**Word Chain**: A game where you take turns saying a word that starts with"", ""While synchronicity is often associated with spirituality and mysticism, researchers from various fields have"", ""**Use the 'On This Day' feature:** Day One's \""On This Day\"" feature allows you"", ""I'd like to add my road bike to the list""]"
longmemeval_allminilm,20,longmemeval_dccbc061,What was my previous stance on spirituality?,A staunch atheist,canonical,0.0,0.6309297535714575,2,mem_f84a0de86d0ce69c,observation,I'm trying to find some books on synchronicity and its connection to spirituality,what did user read,eval_row_9812:run_1773427834532_32176_d2de0067:parser,,,,[9812],"[""For example, if the previous word was \""CAT,\"" you could say \""TIGER"", ""I'm trying to find some books on synchronicity and its connection to spirituality"", ""**Word Chain**: A game where you take turns saying a word that starts with"", ""While synchronicity is often associated with spirituality and mysticism, researchers from various fields have"", ""**Use the 'On This Day' feature:** Day One's \""On This Day\"" feature allows you"", ""I'd like to add my road bike to the list""]"
longmemeval_allminilm,21,longmemeval_c8c3f81d,What brand are my favorite running shoes?,Nike,source_family,0.0,1.0,1,mem_9faaf4ca8995c497,observation,Nike has been my favourite brand so far for running shoes,,eval_row_10558:run_1773427834532_32176_d2de0067:parser,,,,[10558],"[""Nike has been my favourite brand so far for running shoes"", ""Nike is a great choice for running shoes"", ""If you'll be running, look for shoes with good cushioning and support"", ""I'm actually looking for something specific, like a new pair of running shoes"", ""I think my favorite song from The Book of Mormon is probably \""I Believe"", ""I think I'll try the Spaghetti Aglio e Olio with Shrimp, I love spicy""]"
longmemeval_allminilm,21,longmemeval_c8c3f81d,What brand are my favorite running shoes?,Nike,canonical,0.0,1.0,1,mem_9faaf4ca8995c497,observation,Nike has been my favourite brand so far for running shoes,,eval_row_10558:run_1773427834532_32176_d2de0067:parser,,,,[10558],"[""Nike has been my favourite brand so far for running shoes"", ""Nike is a great choice for running shoes"", ""If you'll be running, look for shoes with good cushioning and support"", ""I'm actually looking for something specific, like a new pair of running shoes"", ""I think my favorite song from The Book of Mormon is probably \""I Believe"", ""I think I'll try the Spaghetti Aglio e Olio with Shrimp, I love spicy""]"
